"submitted_name_rl","scientificname","rl1998","rl2018","trend","L","T","C","M","R","N"
"Buddleja davidii Franch.","Buddleja davidii Franch.","*","nb",NA,8,7,4,4,7,4
"Buglossoides arvensis (L.) I.M. Johnst.","Buglossoides arvensis (L.) I.M.Johnst.","*","V","<",7,6,NA,4,7,5
"Buglossoides incrassata (Guss.) I.M. Johnst.","Buglossoides incrassata (Guss.) I.M.Johnst.","*","3","<",7,6,NA,4,7,5
"Buglossoides incrassata subsp. splitgerberi (Guss.) E. Zippel & F. Selvi","Buglossoides incrassata subsp. splitgerberi (Guss.) E.Zippel & Selvi","*","3","<",7,6,NA,4,7,5
"Buglossoides purpurocaerulea (L.) I.M. Johnst.","Buglossoides purpurocaerulea (L.) I.M.Johnst.","*","V","<",5,7,4,4,7,4
"Bunias orientalis L.","Bunias orientalis L.","*","nb",NA,7,6,5,5,8,5
"Bunium bulbocastanum L.","Bunium bulbocastanum L.","*","3","<",7,7,NA,4,9,4
"Buphthalmum salicifolium L.","Buphthalmum salicifolium L.","*","*","=",8,5,4,4,8,3
"Bupleurum falcatum L.","Bupleurum falcatum L.","*","V","<",6,6,NA,3,8,3
"Bupleurum falcatum subsp. falcatum","Bupleurum falcatum subsp. falcatum","*","V","<",6,6,NA,3,8,3
"Bupleurum longifolium L.","Bupleurum longifolium L.","*","3","<",5,5,NA,5,8,5
"Bupleurum longifolium subsp. longifolium","Bupleurum longifolium subsp. longifolium","*","3","<",5,5,NA,5,8,5
"Bupleurum ranunculoides L.","Bupleurum ranunculoides L.","R","R","=",NA,NA,NA,NA,NA,NA
"Bupleurum ranunculoides subsp. ranunculoides","Bupleurum ranunculoides subsp. ranunculoides","R","R","=",NA,NA,NA,NA,NA,NA
"Bupleurum rotundifolium L.","Bupleurum rotundifolium L.","1","2","<<",8,7,NA,3,9,4
"Bupleurum tenuissimum L.","Bupleurum tenuissimum L.","2","2","<<",9,6,4,7,8,4
"Bupleurum tenuissimum subsp. tenuissimum","Bupleurum tenuissimum subsp. tenuissimum","2","2","<<",NA,NA,NA,NA,NA,NA
"Bupleurum virgatum Cav.","Bupleurum virgatum Cav.","1","1","=",NA,NA,NA,NA,NA,NA
"Butomus umbellatus L.","Butomus umbellatus L.","V","*","<",7,6,NA,10,7,7
"Buxus sempervirens L.","Buxus sempervirens L.","*","3","=",5,8,2,4,8,4
"Cakile maritima Scop.","Cakile maritima Scop.","*","*","=",9,6,NA,6,7,8
"Cakile maritima subsp. baltica (Rouy & Foucaud) P.W. Ball","Cakile maritima subsp. baltica (Jord. ex Rouy & Foucaud) Hyl. ex P.W.Ball","*","*","=",9,6,NA,6,7,8
"Cakile maritima subsp. integrifolia (Hornem.) Greuter & Burdet","Cakile maritima subsp. integrifolia (Hornem.) Hyl. ex Greuter & Burdet","*","*","=",NA,NA,NA,NA,NA,NA
"Calamagrostis arundinacea (L.) Roth","Calamagrostis arundinacea (L.) Roth","*","*","=",6,5,4,5,4,5
"Calamagrostis canescens (F.H. Wigg.) Roth","Calamagrostis canescens (Weber) Roth","*","*","<",6,6,5,9,6,5
"Calamagrostis canescens subsp. canescens","Calamagrostis canescens (Weber) Roth","*","*","<",6,6,5,9,6,5
"Calamagrostis canescens subsp. vilnensis (Besser) H. Scholz","Calamagrostis canescens subsp. vilnensis (Besser) H.Scholz","nb","D","?",NA,NA,NA,NA,NA,NA
"Calamagrostis phragmitoides Hartm.","Calamagrostis phragmitoides Hartm.","*","*","=",7,4,NA,8,5,3
"Calamagrostis rivalis H. Scholz","Calamagrostis rivalis (Torges) H.Scholz","*","2","<",NA,NA,NA,NA,NA,NA
"Calamagrostis epigejos (L.) Roth","Calamagrostis epigejos (L.) Roth","*","*",">",7,5,NA,5,6,6
"Calamagrostis epigejos subsp. epigejos","Calamagrostis epigejos var. epigejos","*","*",">",NA,NA,NA,NA,NA,NA
"Calamagrostis pseudophragmites (Haller f.) Koeler","Calamagrostis pseudophragmites (Haller f.) Koeler","2","2","<<",8,5,NA,7,8,4
"Calamagrostis stricta (Timm) Koeler","Calamagrostis stricta (Timm) Koeler","3","3","<",8,5,NA,9,6,2
"Calamagrostis varia (Schrad.) Host","Calamagrostis varia (Schrad.) Host","*","V","<",7,3,4,5,8,3
"Calamagrostis varia subsp. varia","Calamagrostis varia (Schrad.) Host","*","V","<",7,3,4,5,8,3
"Calamagrostis villosa (Chaix) J.F. Gmel.","Calamagrostis villosa (Chaix) J.F.Gmel.","*","*","=",6,4,4,7,2,2
"Calamintha foliosa Opiz","Calamintha foliosa Opiz","R","R","=",NA,NA,NA,NA,NA,NA
"Calamintha menthifolia Host","Calamintha menthifolia Host","*","*","=",NA,NA,NA,NA,NA,NA
"Calamintha nepeta (L.) Savi","Calamintha nepeta (L.) Savi","*","1","<",NA,NA,NA,NA,NA,NA
"Calamintha nepeta subsp. nepeta","Calamintha nepeta subsp. nepeta","*","1","<",NA,NA,NA,NA,NA,NA
"Calammophila baltica (Schrad.) Brand","×Calammophila baltica (Flüggé ex Schrad.) Brand","*","*","=",NA,NA,NA,NA,NA,NA
"Caldesia parnassifolia (L.) Parl.","Caldesia parnassifolia (Bassi) Parl.","1","1","<<",7,7,4,1,8,7
"Calendula arvensis (Vaillant) L.","Calendula arvensis L.","2","1","<<",7,8,3,4,8,6
"Calepina irregularis (Asso) Thell.","Calepina irregularis (Asso) Thell.","*","nb",NA,8,9,3,3,8,4
"Calla palustris L.","Calla palustris L.","3","V","<",6,6,6,9,6,4
"Callitriche hermaphroditica L.","Callitriche hermaphroditica L.","G","2","<",7,6,NA,12,4,3
"Callitriche brutia Petagna","Callitriche brutia Petagna","R","1","<<",NA,NA,NA,NA,NA,NA
"Callitriche cophocarpa Sendtn.","Callitriche cophocarpa Sendtn.","*","V","<",8,5,NA,10,5,6
"Callitriche hamulata W.D.J. Koch","Callitriche hamulata Koch","*","*","<",8,4,NA,10,3,6
"Callitriche obtusangula Le Gall","Callitriche obtusangula Le Gall","*","*","=",NA,NA,NA,NA,NA,NA
"Callitriche palustris L.","Callitriche palustris L.","*","*","<",7,NA,NA,6,6,6
"Callitriche platycarpa Kütz.","Callitriche platycarpa Kütz.","*","*","=",7,6,NA,11,5,6
"Callitriche stagnalis Scop.","Callitriche stagnalis Scop.","*","*","<",6,5,NA,10,4,4
"Callitriche vigens K. Martinsson","Callitriche ×vigens Martinsson","kN","D","?",NA,NA,NA,NA,NA,NA
"Callitriche truncata Guss.","Callitriche truncata Guss.","kN","D","?",NA,NA,NA,NA,NA,NA
"Callitriche truncata subsp. occidentalis (Rouy) Braun-Blanq.","Callitriche truncata subsp. occidentalis (Rouy) Braun-Blanq.","kN","D","?",NA,NA,NA,NA,NA,NA
"Calluna vulgaris (L.) Hull","Calluna vulgaris (L.) Hull","*","*","<<",8,5,NA,5,1,1
"Caltha palustris L.","Caltha palustris L.","V","V","<<",6,5,NA,9,5,6
"Calystegia pulchra Brummitt & Heywood","Calystegia pulchra Brumm. & Heywood","*","nb",NA,7,6,NA,5,7,7
"Calystegia sepium (L.) R. Br.","Calystegia sepium (L.) R.Br.","*","*","=",8,6,5,6,7,9
"Calystegia sepium subsp. baltica Rothm.","Calystegia sepium subsp. baltica Rothm.","nb","D","?",NA,NA,NA,NA,NA,NA
"Calystegia sepium subsp. sepium","Calystegia sepium subsp. sepium","*","*","=",7,6,NA,7,7,8
"Calystegia silvatica (Kit.) Griseb.","Calystegia silvatica (Kit.) Griseb.","kN","nb",NA,NA,NA,NA,NA,NA,NA
"Calystegia soldanella (L.) Roem. & Schult.","Calystegia soldanella (L.) Roem. & Schult.","1","1","<",NA,NA,NA,NA,NA,NA
"Camelina alyssum (Mill.) Thell.","Camelina alyssum (Mill.) Thell.","0","0",NA,7,6,NA,5,6,4
"Camelina microcarpa DC.","Camelina microcarpa Andrz. ex DC.","*","V","<",7,6,NA,4,8,5
"Camelina microcarpa subsp. microcarpa","Camelina microcarpa subsp. microcarpa","kN","D","?",7,6,NA,4,8,5
"Camelina microcarpa subsp. pilosa (DC.) Hiitonen","Camelina microcarpa subsp. pilosa (DC.) Hiitonen","*","D","?",7,6,NA,4,8,5
"Camelina sativa (L.) Crantz","Camelina sativa (L.) Crantz","*","D","?",7,7,NA,4,7,5
"Camelina sativa subsp. sativa","Camelina sativa subsp. sativa","*","D","?",7,7,NA,4,7,6
"Camelina sativa subsp. zingeri (Mirek) Smejkal","Camelina sativa subsp. zingeri (Mirek) Smejkal","*","D","?",7,7,NA,4,7,5
"Campanula alpina Jacq.","Campanula alpina Jacq.","*","R","?",7,2,4,5,4,2
"Campanula barbata L.","Campanula barbata L.","*","*","=",7,2,4,5,1,2
"Campanula barbata subsp. barbata","Campanula barbata subsp. barbata","*","*","=",NA,NA,NA,NA,NA,NA
"Campanula bononiensis L.","Campanula bononiensis L.","2","2","<",7,6,6,3,8,2
"Campanula cervicaria L.","Campanula cervicaria L.","1","1","<<<",6,6,5,5,8,4
"Campanula cochleariifolia Lam.","Campanula cochleariifolia Lam.","*","*","=",NA,NA,NA,NA,NA,NA
"Campanula glomerata L.","Campanula glomerata L.","*","3","<<",7,6,7,4,7,3
"Campanula glomerata subsp. glomerata","Campanula glomerata subsp. glomerata","*","3","<<",7,6,NA,4,7,4
"Campanula latifolia L.","Campanula latifolia L.","*","*","=",4,5,5,6,8,8
"Campanula patula L.","Campanula patula L.","*","V","<<",8,6,4,5,7,5
"Campanula patula subsp. patula","Campanula patula subsp. patula","*","V","<<",NA,NA,NA,NA,NA,NA
"Campanula persicifolia L.","Campanula persicifolia L.","*","*","=",5,5,4,4,8,3
"Campanula persicifolia subsp. persicifolia","Campanula persicifolia subsp. persicifolia","*","*","=",NA,NA,NA,NA,NA,NA
"Campanula rapunculoides L.","Campanula rapunculoides L.","*","*","=",6,6,4,4,7,4
"Campanula rapunculus L.","Campanula rapunculus L.","*","*","=",7,7,2,3,7,4
"Campanula rhomboidalis L.","Campanula rhomboidalis L.","*","nb",NA,NA,NA,NA,NA,NA,NA
"Campanula baumgartenii Becker","Campanula baumgartenii Becker","3","3","<",7,7,4,5,6,3
"Campanula gentilis Kovanda","Campanula gentilis Kovanda","*","D","?",7,6,NA,3,6,3
"Campanula rotundifolia L.","Campanula rotundifolia L.","*","*","<",7,5,NA,4,4,3
"Campanula rotundifolia subsp. rotundifolia","Campanula rotundifolia subsp. rotundifolia","*","*","<",7,5,NA,4,4,3
"Campanula scheuchzeri Vill.","Campanula scheuchzeri Vill.","*","*","=",NA,NA,NA,NA,NA,NA
"Campanula sibirica L.","Campanula sibirica L.","3","2","<",8,8,NA,2,8,3
"Campanula sibirica subsp. sibirica","Campanula sibirica subsp. sibirica","3","2","<",8,8,NA,2,8,3
"Campanula thyrsoides L.","Campanula thyrsoides L.","*","3","<",8,2,4,5,7,4
"Campanula thyrsoides subsp. thyrsoides","Campanula thyrsoides subsp. thyrsoides","*","3","<",NA,NA,NA,NA,NA,NA
"Campanula trachelium L.","Campanula trachelium L.","*","*","=",4,5,3,6,8,8
"Campanula trachelium subsp. trachelium","Campanula trachelium subsp. trachelium","*","*","=",NA,NA,NA,NA,NA,NA
"Capsella bursa-pastoris (L.) Medik.","Capsella bursa-pastoris (L.) Medik.","*","*","=",7,5,NA,5,6,7
"Cardamine alpina Willd.","Cardamine alpina Willd.","*","R","=",7,1,4,7,4,4
"Cardamine amara L.","Cardamine amara L.","*","*","<",7,5,4,9,6,4
"Cardamine amara subsp. amara","Cardamine amara subsp. amara","*","*","<",5,5,NA,9,6,6
"Cardamine austriaca (Marhold) Landolt","Cardamine austriaca (Marhold) Landolt","kN","D","?",NA,NA,NA,NA,NA,NA
"Cardamine bulbifera (L.) Crantz","Cardamine bulbifera (L.) Crantz","*","*","=",NA,NA,NA,NA,NA,NA
"Cardamine enneaphyllos (L.) Crantz","Cardamine enneaphyllos (L.) Crantz","*","V","=",NA,NA,NA,NA,NA,NA
"Cardamine flexuosa With.","Cardamine flexuosa With.","*","*","=",6,5,2,8,4,5
"Cardamine heptaphylla (Vill.) O.E. Schulz","Cardamine heptaphylla (L.) O.E.Schulz","*","*","=",NA,NA,NA,NA,NA,NA
"Cardamine hirsuta L.","Cardamine hirsuta L.","*","*",">",6,6,3,5,5,7
"Cardamine impatiens L.","Cardamine impatiens L.","*","*","=",5,5,4,6,7,8
"Cardamine parviflora L.","Cardamine parviflora L.","3","3","<",8,6,5,7,7,6
"Cardamine pentaphyllos (L.) Crantz","Cardamine pentaphyllos (L.) Crantz","*","*","=",NA,NA,NA,NA,NA,NA
"Cardamine dentata Schult.","Cardamine dentata Schult.","*","D","?",6,6,NA,9,6,7
"Cardamine pratensis L.","Cardamine pratensis L.","*","*","<",7,5,NA,8,5,5
"Cardamine udicola Jord.","Cardamine udicola Jord.","kN","D","?",NA,NA,NA,NA,NA,NA
"Cardamine resedifolia L.","Cardamine resedifolia L.","*","R","=",8,2,2,5,3,2
"Cardamine trifolia L.","Cardamine trifolia L.","*","*","=",3,4,4,6,8,7
"Carduus acanthoides L.","Carduus acanthoides L.","*","*","=",9,5,6,4,8,7
"Carduus acanthoides subsp. acanthoides","Carduus acanthoides subsp. acanthoides","*","*","=",NA,NA,NA,NA,NA,NA
"Carduus crispus L.","Carduus crispus L.","*","*","=",7,6,NA,6,7,9
"Carduus crispus subsp. crispus","Carduus crispus subsp. crispus","nb","*","=",6,5,NA,6,6,9
"Carduus crispus subsp. multiflorus (Gaudin) Franco","Carduus crispus subsp. multiflorus (Gaudin) Franco","nb","*","=",NA,NA,NA,NA,NA,NA
"Carduus defloratus L.","Carduus defloratus L.","*","V","<",7,NA,4,4,8,4
"Carduus defloratus subsp. defloratus","Carduus defloratus subsp. defloratus","*","V","<",NA,NA,NA,NA,NA,NA
"Carduus nutans L.","Carduus nutans L.","*","*","=",8,6,NA,4,8,6
"Carduus nutans subsp. alpicola (Gillot) Chass. & Arènes","Carduus nutans subsp. alpicola (Gillot) Chass. & Arènes","kN","D","?",NA,NA,NA,NA,NA,NA
"Carduus nutans subsp. nutans","Carduus nutans subsp. nutans","*","*","=",8,6,NA,4,8,6
"Carduus nutans subsp. platylepis (Rchb. & Saut.) Nyman","Carduus nutans subsp. platylepis (Rchb. & Saut.) Nyman","*","D","?",NA,NA,NA,NA,NA,NA
"Carduus personata (L.) Jacq.","Carduus personata (L.) Jacq.","*","V","=",7,4,2,8,8,8
"Carduus personata subsp. personata","Carduus personata subsp. personata","*","V","=",7,4,NA,7,7,8
"Carex acuta L.","Carex acuta L.","*","*","=",7,5,NA,9,6,6
"Carex randalpina B. Walln.","Carex randalpina B.Walln.","*","*","=",NA,NA,NA,NA,NA,NA
"Carex acutiformis Ehrh.","Carex acutiformis Ehrh.","*","*","=",6,NA,NA,9,7,5
"Carex alba Scop.","Carex alba Scop.","*","*","=",5,5,7,4,8,2
"Carex appropinquata Schumach.","Carex appropinquata Schumach.","2","3","<<",8,5,NA,9,7,4
"Carex aquatilis Wahlenb.","Carex aquatilis Wahlenb.","3","3","<",9,6,5,9,7,4
"Carex arenaria L.","Carex arenaria L.","*","*","=",7,6,2,3,2,2
"Carex colchica J. Gay","Carex colchica J.Gay","3","V","<",NA,NA,NA,NA,NA,NA
"Carex pseudobrizoides Clavaud","Carex pseudobrizoides Clavaud","3","3","<",6,6,NA,6,2,2
"Carex atherodes Spreng.","Carex atherodes Spreng.","R","R","=",8,6,8,9,7,5
"Carex atrata L.","Carex atrata L.","*","*","=",8,2,NA,6,4,2
"Carex atrata subsp. aterrima (Hoppe) Čelak.","Carex atrata subsp. aterrima (Hoppe) Čelak.","*","R","=",NA,NA,NA,NA,NA,NA
"Carex atrata subsp. atrata","Carex atrata subsp. atrata","*","*","=",9,2,3,5,6,2
"Carex parviflora Host","Carex parviflora Host","*","*","=",NA,NA,NA,NA,NA,NA
"Carex baldensis L.","Carex baldensis L.","R","2","<",8,3,5,4,8,3
"Carex beckmanniana Figert","Carex beckmanniana Figert","kN","D","?",NA,NA,NA,NA,NA,NA
"Carex bigelowii Schwein.","Carex bigelowii Torr. ex Schwein.","1","2","<",8,2,NA,6,2,2
"Carex bigelowii subsp. dacica (Heuff.) T.V. Egorova","Carex bigelowii subsp. dacica (Heuff.) T.V.Egorova","1","2","<",8,2,NA,6,2,2
"Carex binervis Sm.","Carex binervis Sm.","3","3","<",7,5,1,7,1,1
"Carex bohemica Schreb.","Carex bohemica Schreb.","3","3","<",9,6,5,8,6,4
"Carex bolina O. Lang","Carex bolina O.Lang","kN","D","?",NA,NA,NA,NA,NA,NA
"Carex brachystachys Schrank","Carex brachystachys Schrank","*","*","=",NA,NA,NA,NA,NA,NA
"Carex brizoides L.","Carex brizoides L.","*","*",">",6,5,4,6,4,3
"Carex buekii Wimm.","Carex buekii Wimm.","*","3","=",8,6,6,8,8,6
"Carex buxbaumii Wahlenb.","Carex buxbaumii Wahlenb.","2","2","<",7,5,NA,8,7,3
"Carex buxbaumii subsp. buxbaumii","Carex buxbaumii subsp. buxbaumii","2","2","<",8,6,5,8,7,2
"Carex hartmanii","Carex hartmanii Cajander","2","2","<<",7,5,NA,8,5,4
"Carex brunnescens (Pers.) Poir.","Carex brunnescens (Pers.) Poir.","*","3","=",8,2,NA,7,3,2
"Carex brunnescens subsp. brunnescens","Carex brunnescens subsp. brunnescens","*","3","=",NA,NA,NA,NA,NA,NA
"Carex brunnescens subsp. vitilis (Fr.) Kalela","Carex brunnescens subsp. vitilis (Fr.) Kalela","nb","0",NA,NA,NA,NA,NA,NA,NA
"Carex canescens L.","Carex canescens L.","V","*","<",7,4,NA,9,3,2
"Carex capillaris L.","Carex capillaris L.","*","*","=",8,1,NA,8,8,2
"Carex capillaris subsp. capillaris","Carex capillaris subsp. capillaris","*","*","=",NA,NA,NA,NA,NA,NA
"Carex capitata L.","Carex capitata L.","0","0",NA,9,4,7,8,7,1
"Carex caryophyllea Latourr.","Carex caryophyllea Latourr.","V","V","<<",8,6,NA,4,6,3
"Carex cespitosa L.","Carex cespitosa L.","3","3","<<",6,6,7,9,6,4
"Carex chordorrhiza L. f.","Carex chordorrhiza L.f.","2","2","<<",9,5,7,9,4,3
"Carex crawfordii Fernald","Carex crawfordii Fernald","*","nb",NA,NA,NA,NA,NA,NA,NA
"Carex curvula All.","Carex curvula All.","kN","0",NA,9,1,5,4,2,1
"Carex curvula subsp. curvula","Carex curvula subsp. curvula","kN","0",NA,NA,NA,NA,NA,NA,NA
"Carex davalliana Sm.","Carex davalliana Sm.","3","3","<<",9,4,4,9,8,2
"Carex depauperata With.","Carex depauperata Curtis ex With.","0","1","<",4,7,2,4,7,4
"Carex diandra Schrank","Carex diandra Schrank","2","2","<<",8,6,7,9,6,3
"Carex digitata L.","Carex digitata L.","*","*","=",4,5,NA,5,6,6
"Carex dioica L.","Carex dioica L.","2","2","<<",9,4,NA,9,5,2
"Carex distans L.","Carex distans L.","3","3","<<",9,6,3,6,8,5
"Carex distans subsp. distans","Carex distans subsp. distans","3","3","<<",NA,NA,NA,NA,NA,NA
"Carex disticha Huds.","Carex disticha Huds.","*","*","=",8,6,NA,9,8,5
"Carex echinata Murray","Carex echinata Murray","*","*","<",8,NA,NA,8,3,2
"Carex elata All.","Carex elata All.","*","*","<",7,5,NA,10,6,5
"Carex elata subsp. elata","Carex elata subsp. elata","*","*","<",7,5,NA,10,6,5
"Carex elata subsp. omskiana (Meinsh.) Jalas","Carex elata subsp. omskiana (Meinsh.) Jalas","nb","D","?",NA,NA,NA,NA,NA,NA
"Carex elongata L.","Carex elongata L.","*","*","<",4,6,3,9,7,6
"Carex elytroides Fr.","Carex elytroides Fr.","kN","D","?",NA,NA,NA,NA,NA,NA
"Carex ericetorum Pollich","Carex ericetorum Pollich","3","3","<",6,5,NA,4,4,2
"Carex extensa Gooden.","Carex extensa Gooden.","3","V","=",NA,NA,NA,NA,NA,NA
"Carex ferruginea Scop.","Carex ferruginea Scop.","*","*","=",8,2,4,5,8,4
"Carex firma Host","Carex firma Host","*","*","=",NA,NA,NA,NA,NA,NA
"Carex flacca Schreb.","Carex flacca Schreb.","*","*","=",7,NA,NA,6,8,4
"Carex flacca subsp. flacca","Carex flacca subsp. flacca","*","*","=",7,5,NA,6,8,3
"Carex demissa Hornem.","Carex demissa Hornem.","*","V","<",8,5,NA,9,4,2
"Carex flava L.","Carex flava L.","V","V","<",8,NA,NA,9,7,3
"Carex lepidocarpa Tausch","Carex lepidocarpa Tausch","3","3","<<",9,5,NA,9,8,2
"Carex lepidocarpa subsp. lepidocarpa","Carex lepidocarpa subsp. lepidocarpa","3","3","<<",NA,NA,NA,NA,NA,NA
"Carex viridula Michx.","Carex viridula Michx.","V","V","<",NA,NA,NA,NA,NA,NA
"Carex frigida All.","Carex frigida All.","3","R","=",9,2,2,8,8,2
"Carex fuliginosa Schkuhr","Carex fuliginosa Schkuhr","R","R","=",9,1,5,7,2,1
"Carex fuliginosa subsp. fuliginosa","Carex fuliginosa Schkuhr","R","R","=",9,1,5,7,2,1
"Carex halleriana Asso","Carex halleriana Asso","3","R","=",6,8,2,3,8,3
"Carex halleriana subsp. halleriana","Carex halleriana subsp. halleriana","3","R","=",NA,NA,NA,NA,NA,NA
"Carex heleonastes L. f.","Carex heleonastes Ehrh. ex L.f.","1","1","<<",8,5,7,9,4,3
"Carex hirta L.","Carex hirta L.","*","*","=",7,6,NA,6,6,5
"Carex hordeistichos Vill.","Carex hordeistichos Vill.","2","2","<",9,7,6,7,7,5
"Carex hostiana DC.","Carex hostiana DC.","2","2","<<",8,5,2,9,6,2
"Carex humilis Leyss.","Carex humilis Leyss.","V","V","<",7,6,5,2,8,3
"Carex involuta (Bab.) Syme","Carex involuta (Bab.) Syme","kN","D","?",NA,NA,NA,NA,NA,NA
"Carex laevigata Sm.","Carex laevigata Sm.","3","3","<",4,5,1,9,5,5
"Carex lasiocarpa Ehrh.","Carex lasiocarpa Ehrh.","3","3","<<",9,4,NA,9,4,3
"Carex leporina L.","Carex leporina L.","*","*","<",7,NA,NA,7,3,4
"Carex limosa L.","Carex limosa L.","2","2","<<",9,4,NA,9,2,2
"Carex loliacea L.","Carex loliacea L.","kN","0",NA,NA,NA,NA,NA,NA,NA
"Carex melanostachya Willd.","Carex melanostachya M.Bieb. ex Willd.","2","R","=",7,6,NA,8,7,6
"Carex michelii Host","Carex michelii Host","R","1","<",7,6,5,3,6,3
"Carex microglochin Wahlenb.","Carex microglochin Wahlenb.","0","0",NA,9,3,3,9,8,2
"Carex microstachya Ehrh.","Carex microstachya Ehrh.","kN","0",NA,NA,NA,NA,NA,NA,NA
"Carex montana L.","Carex montana L.","*","*","<",5,5,4,4,6,3
"Carex mucronata All.","Carex mucronata All.","*","*","=",NA,NA,NA,NA,NA,NA
"Carex divulsa Stokes","Carex divulsa Stokes","kN","*","=",5,6,NA,7,6,6
"Carex muricata L.","Carex muricata L.","*","*","=",6,5,NA,4,6,4
"Carex pairae F.W. Schultz","Carex pairae F.W.Schultz","*","*","=",7,5,NA,5,5,5
"Carex polyphylla Kar. & Kir.","Carex polyphylla Kar. & Kir.","*","*","=",NA,NA,NA,NA,NA,NA
"Carex spicata Huds.","Carex spicata Huds.","*","*","=",7,5,NA,5,6,5
"Carex myosuroides Vill.","Carex myosuroides Vill.","*","*","=",NA,NA,NA,NA,NA,NA
"Carex nigra (L.) Reichard","Carex nigra (L.) Reichard","*","*","<",8,NA,NA,8,3,2
"Carex nigra subsp. alpina (Gaudin) Lemke","Carex nigra subsp. alpina (Gaudin) Lemke","*","D","?",NA,NA,NA,NA,NA,NA
"Carex nigra subsp. nigra","Carex nigra var. nigra","*","*","<",8,5,NA,8,3,2
"Carex obtusata Lilj.","Carex obtusata Lilj.","1","1","<<",7,6,NA,4,5,3
"Carex ornithopoda Willd.","Carex ornithopoda Willd.","*","*","<",6,5,NA,4,9,3
"Carex ornithopoda subsp. elongata (Leyb.) F. Vierh.","Carex ornithopoda subsp. elongata (Leyb.) Vierh.","*","D","?",NA,NA,NA,NA,NA,NA
"Carex ornithopoda subsp. ornithopoda","Carex ornithopoda subsp. ornithopoda","*","*","<",NA,NA,NA,NA,NA,NA
"Carex ornithopodioides Hausm.","Carex ornithopodioides Hausm.","*","*","=",NA,NA,NA,NA,NA,NA
"Carex pallescens L.","Carex pallescens L.","*","*","=",7,4,3,6,4,3
"Carex pallidula Harmaja","Carex pallidula Harmaja","kN","R","?",NA,NA,NA,NA,NA,NA
"Carex panicea L.","Carex panicea L.","V","V","<<",8,5,NA,8,6,4
"Carex paniculata L.","Carex paniculata L.","V","*","=",7,5,3,9,6,4
"Carex paniculata subsp. paniculata","Carex paniculata subsp. paniculata","V","*","=",7,5,NA,9,7,5
"Carex pauciflora Lightf.","Carex pauciflora Lightf.","3","3","<",9,3,5,9,1,1
"Carex paupercula Michx.","Carex paupercula Michx.","3","3","<",NA,NA,NA,NA,NA,NA
"Carex pendula Huds.","Carex pendula Huds.","*","*","=",5,5,2,8,6,6
"Carex pilosa Scop.","Carex pilosa Scop.","*","*","=",4,6,5,5,5,5
"Carex pilulifera L.","Carex pilulifera L.","*","*","=",5,5,2,5,3,3
"Carex pilulifera subsp. pilulifera","Carex pilulifera subsp. pilulifera","*","*","=",NA,NA,NA,NA,NA,NA
"Carex curvata Knaf","Carex curvata Knaf","*","D","?",6,6,NA,6,6,4
"Carex praecox Schreb.","Carex praecox Schreb.","3","V","<",8,6,NA,4,6,4
"Carex pseudocyperus L.","Carex pseudocyperus L.","*","*","<",7,6,3,9,6,5
"Carex pulicaris L.","Carex pulicaris L.","2","2","<<",8,4,2,9,4,2
"Carex punctata Gaudin","Carex punctata Gaudin","2","1","<",9,6,1,7,7,3
"Carex remota L.","Carex remota L.","*","*","=",3,5,NA,8,6,7
"Carex riparia Curtis","Carex riparia Curtis","V","*","=",7,6,3,9,7,4
"Carex rostrata Stokes","Carex rostrata Stokes","V","*","<",8,NA,NA,6,3,3
"Carex rostrata subsp. rostrata","Carex rostrata var. rostrata","V","*","<",NA,NA,NA,NA,NA,NA
"Carex rupestris All.","Carex rupestris All.","R","1","<",9,2,7,4,6,2
